Date ,Time,Amount,Transaction Type,Device Type,Country,Region,Ip_Address,Is Foreign Transaction?,Is High Risk Country,Has Fraud History,Device Trust Score,User Age,User Tenure,Numer of Previous transactions,Average Transaction Amount,Time since last transaction,Risk Score,Transaction Amount (z Score),Is Fraud
02-05-2025,09:24:00,173.4,transfer,desktop,South Korea,Asia,201.240.192.233,1,0,0,0.92,20,119,876,143.66,0.83,27.744,0.457286689,0
18-06-2025,07:33:00,598.09,withdrawal,tablet,India,Asia,145.188.111.204,1,0,0,0.72,26,5,950,93.02,15.85,334.9304,4.033110323,0
09-04-2025,02:06:00,170.41,purchase,mobile,UAE,Middle East,166.89.29.101,1,0,0,0.7,27,30,307,106.27,176.23,102.246,0.432111355,0
12-02-2025,05:46:00,189.37,withdrawal,mobile,United States,North America,185.81.246.152,1,0,0,0.84,46,68,542,112.19,4.2,60.5984,0.591751601,0
15-02-2025,05:03:00,115,deposit,desktop,Canada,North America,136.248.241.253,1,0,0,0.87,38,91,966,90.93,119.71,29.9,-0.034432212,0
29-01-2025,12:15:00,511.58,deposit,desktop,UAE,Middle East,162.132.127.77,1,0,0,0.84,72,157,199,82.39,72.16,163.7056,3.304709601,0
10-06-2025,14:26:00,122.58,purchase,mobile,Mexico,North America,84.42.210.64,1,0,0,0.77,70,173,283,106.95,273.42,56.3868,0.029390207,0
24-02-2025,23:57:00,236.15,deposit,mobile,Russia,Europe/Asia,217.2.148.92,1,0,0,0.78,59,102,133,102.23,73.63,103.906,0.985631913,0
21-04-2025,20:55:00,349.77,purchase,tablet,Canada,North America,222.247.129.38,1,0,0,0.56,67,135,666,72.94,106.04,307.7976,1.942294611,0
06-04-2025,03:47:00,318.87,purchase,tablet,United States,North America,145.22.202.206,1,0,0,0.77,35,144,932,122.07,830.21,146.6802,1.682121425,0
20-01-2025,19:50:00,57.64,deposit,mobile,United Kingdom,Europe,32.167.72.103,1,0,0,0.95,34,72,907,138.59,316.29,5.764,-0.517394475,0
03-02-2025,22:11:00,9.83,withdrawal,desktop,Indonesia,Asia,96.154.156.209,1,0,0,0.92,71,89,758,122.01,451.35,1.5728,-0.919947226,0
16-03-2025,03:36:00,22.63,withdrawal,desktop,Indonesia,Asia,207.251.242.161,1,1,0,0.66,72,169,874,154.42,230.07,16.3884,-0.812173221,0
01-05-2025,17:10:00,7.33,purchase,mobile,South Africa,Africa,205.29.134.4,1,0,0,0.84,38,179,184,144.89,34.43,2.3456,-0.940996837,0
10-02-2025,13:13:00,13.37,transfer,tablet,Brazil,South America,198.77.215.222,1,0,0,0.83,20,55,407,120.49,175.74,4.5458,-0.890140978,0
23-01-2025,16:11:00,24.5,purchase,mobile,Saudi Arabia,Middle East,107.220.225.216,1,0,0,1,44,179,899,48.35,71.39,0,-0.796428112,0
30-01-2025,18:02:00,50.06,withdrawal,desktop,France,Europe,200.90.253.211,1,0,0,0.89,49,21,498,91.59,91.63,11.0132,-0.581216894,0
15-02-2025,07:05:00,94.11,purchase,mobile,Germany,Europe,199.19.211.22,0,1,0,0.8,59,107,207,133.77,552.82,19.822,-0.210322757,0
05-04-2025,17:56:00,149.24,withdrawal,mobile,Mexico,North America,31.134.97.18,1,0,0,0.86,46,80,954,114.6,674.31,41.7872,0.253863253,0
13-04-2025,23:03:00,28.43,deposit,tablet,Indonesia,Asia,218.175.248.121,1,0,0,0.65,64,175,556,122.15,76.01,19.901,-0.763338124,0
29-04-2025,11:14:00,133.96,purchase,desktop,Germany,Europe,197.185.65.128,0,0,0,0.8,46,139,245,58.24,175.68,26.792,0.125208034,0
28-04-2025,16:56:00,146.19,purchase,desktop,Japan,Asia,62.247.122.95,1,1,0,1,43,99,601,121.24,1043.05,1,0.228182729,0
08-05-2025,03:12:00,98.14,deposit,mobile,Argentina,South America,178.199.117.87,1,0,0,0.76,26,110,336,106.22,284.14,47.1072,-0.176390785,0
17-05-2025,09:41:00,280.73,deposit,desktop,Australia,Oceania,124.135.195.73,1,0,0,0.7,44,134,507,121.15,494.89,168.438,1.360988567,0
30-05-2025,05:38:00,14.12,transfer,desktop,United States,North America,29.194.216.30,1,0,0,0.94,29,156,96,117.61,232.95,1.6944,-0.883826095,0
26-06-2025,20:00:00,23.39,deposit,desktop,Germany,Europe,203.159.8.114,0,0,0,0.7,33,170,26,149.29,200.64,7.017,-0.805774139,0
08-04-2025,14:34:00,67.17,transfer,desktop,South Africa,Africa,186.22.76.45,1,0,0,0.62,64,11,69,115.36,387.22,51.0492,-0.43715336,0
29-06-2025,03:02:00,16.26,deposit,tablet,Germany,Europe,99.200.159.221,0,0,0,0.98,73,168,522,114.15,115.33,0.3252,-0.865807628,1
24-01-2025,08:33:00,100.25,withdrawal,tablet,Canada,North America,90.44.148.79,1,0,0,0.68,19,158,75,54.68,308.71,64.16,-0.158624914,0
13-05-2025,09:17:00,60.98,purchase,tablet,Indonesia,Asia,206.90.188.24,1,0,0,0.74,68,77,353,129.45,219.2,31.7096,-0.489272196,1
14-06-2025,08:54:00,40.19,deposit,tablet,United States,North America,180.116.131.170,1,0,0,0.72,56,99,988,114.32,389.05,22.5064,-0.664320756,0
23-05-2025,15:42:00,22.36,withdrawal,tablet,Japan,Asia,162.111.77.156,1,0,0,1,44,134,569,85.3,44.33,0,-0.814446579,0
21-02-2025,05:40:00,49.02,deposit,desktop,Japan,Asia,207.93.208.71,1,0,0,0.45,26,49,336,71.63,337.18,53.922,-0.589973532,0
10-03-2025,21:39:00,112.37,purchase,mobile,Indonesia,Asia,166.141.150.224,1,0,0,0.84,63,161,428,90.52,305.25,35.9584,-0.056576402,0
18-01-2025,21:26:00,102.9,deposit,mobile,Russia,Europe/Asia,174.197.187.107,1,0,0,0.56,19,139,2,142,701.18,90.552,-0.136312327,0
15-06-2025,01:09:00,21.44,deposit,tablet,Australia,Oceania,199.151.36.127,1,0,0,0.91,59,65,669,171.01,141.38,3.8592,-0.822192835,0
22-05-2025,09:35:00,16.01,purchase,desktop,Australia,Oceania,202.179.247.46,1,0,0,0.67,24,155,620,90.74,577.01,10.5666,-0.867912589,0
09-05-2025,21:57:00,3.24,deposit,tablet,Saudi Arabia,Middle East,101.81.192.182,1,0,0,0.71,25,158,898,71.77,10.68,1.8792,-0.975434,0
25-01-2025,17:04:00,1.5,purchase,mobile,United Kingdom,Europe,144.177.108.206,1,0,0,0.71,55,174,598,130.29,99.5,0.87,-0.990084529,0
20-01-2025,06:02:00,254.24,transfer,desktop,Russia,Europe/Asia,221.241.52.14,1,0,0,0.77,23,26,587,89.46,29.5,116.9504,1.137946894,0
02-05-2025,21:06:00,5.54,deposit,desktop,Russia,Europe/Asia,179.135.118.255,1,0,0,0.61,73,156,419,128.24,86.43,4.3212,-0.956068358,0
26-05-2025,05:46:00,157.66,withdrawal,desktop,United States,North America,193.32.249.5,1,0,0,0.91,36,105,864,126.45,123.53,28.3788,0.324758342,0
12-05-2025,01:03:00,246.67,deposit,mobile,Russia,Europe/Asia,115.118.103.27,1,0,0,0.66,32,160,997,68.31,289.74,167.7356,1.074208674,0
26-03-2025,04:03:00,12.38,purchase,mobile,United Kingdom,Europe,58.1.232.7,1,0,0,0.69,73,12,879,103.06,19.87,7.6756,-0.898476624,0
03-01-2025,17:10:00,68.79,purchase,tablet,Germany,Europe,196.170.89.11,0,0,0,0.6,62,119,960,32.43,70.66,27.516,-0.423513212,0
30-04-2025,05:34:00,393.38,withdrawal,tablet,Argentina,South America,211.196.247.106,1,0,0,0.9,45,86,133,126.67,388.7,78.676,2.309484016,0
10-03-2025,03:49:00,215.59,withdrawal,mobile,Nigeria,Africa,143.29.186.190,1,0,0,0.72,47,144,987,87.2,348.99,120.7304,0.812519916,0
25-02-2025,23:02:00,80.73,purchase,tablet,South Korea,Asia,204.2.227.104,1,0,0,0.98,44,71,819,77.53,258.13,3.2292,-0.322980273,0
18-02-2025,11:53:00,172.55,transfer,mobile,France,Europe,156.131.246.212,1,0,0,0.29,27,100,204,99.98,365.77,245.021,0.450129822,0
08-01-2025,21:02:00,215.04,transfer,desktop,UAE,Middle East,68.213.159.17,1,0,0,0.87,62,130,904,95.18,383.56,55.9104,0.807889002,0
24-02-2025,02:00:00,51.33,purchase,tablet,Germany,Europe,80.4.86.242,0,0,0,0.57,48,94,125,84.19,70.32,22.0719,-0.570523692,0
12-03-2025,22:01:00,267.24,transfer,mobile,South Korea,Asia,202.63.222.21,1,0,0,0.64,18,156,643,85.81,227.48,192.4128,1.247404869,0
17-05-2025,23:15:00,76.29,withdrawal,mobile,Australia,Oceania,108.247.39.134,1,0,0,0.75,67,157,224,97.17,378.53,38.145,-0.360364381,0
09-05-2025,17:42:00,90.04,transfer,mobile,Argentina,South America,15.172.157.3,1,0,0,0.85,49,122,790,100.66,331.49,27.012,-0.244591523,0
24-03-2025,16:58:00,976.5,withdrawal,tablet,South Korea,Asia,199.53.187.169,1,0,0,1,33,105,319,135.47,189.97,0,7.219263566,0
22-01-2025,15:20:00,222.41,deposit,tablet,Mexico,North America,50.127.17.90,1,0,0,0.64,23,56,284,161.22,168.22,160.1352,0.869943254,0
19-03-2025,05:43:00,53.89,withdrawal,desktop,Australia,Oceania,150.95.25.253,1,0,0,0.65,19,25,218,119.3,88.03,37.723,-0.548968891,0
16-03-2025,04:02:00,1.25,deposit,tablet,Brazil,South America,85.194.154.53,1,0,0,0.66,59,93,557,103.66,146.21,0.85,-0.99218949,0
27-02-2025,14:28:00,118.08,withdrawal,tablet,United Kingdom,Europe,64.191.81.150,1,0,0,0.69,19,41,917,54.93,325.41,73.2096,-0.008499092,0
06-02-2025,14:53:00,146.05,withdrawal,tablet,South Africa,Africa,210.73.221.168,1,0,0,0.91,20,133,715,87.05,151.69,26.289,0.22700395,0
26-04-2025,00:59:00,126.25,transfer,desktop,Brazil,South America,221.169.179.17,1,0,0,0.76,36,117,27,57.62,255.21,60.6,0.060291035,1
15-02-2025,12:14:00,412.53,withdrawal,desktop,Canada,North America,200.6.123.72,1,0,0,1,21,119,107,60.46,866.41,0,2.470724033,0
16-05-2025,08:42:00,238.51,purchase,desktop,India,Asia,130.95.253.195,1,0,0,0.96,74,124,263,118.99,14.48,19.0808,1.005502745,0
27-02-2025,06:25:00,71.49,deposit,tablet,United Kingdom,Europe,198.151.18.29,1,0,0,0.86,58,105,742,89.44,421.56,20.0172,-0.400779633,0
13-03-2025,19:33:00,7.79,deposit,mobile,Indonesia,Asia,186.239.239.24,1,0,0,0.7,60,133,363,119.63,390.42,4.674,-0.937123709,0
26-01-2025,13:50:00,77.57,withdrawal,tablet,Indonesia,Asia,20.62.23.133,1,0,0,0.48,35,68,841,114.73,210.72,80.6728,-0.34958698,0
04-06-2025,01:54:00,140.25,purchase,desktop,United States,North America,157.158.232.242,1,0,0,0.74,35,165,303,93.13,47.47,72.93,0.178168854,0
15-02-2025,13:08:00,112.29,withdrawal,tablet,Singapore,Asia,207.223.51.108,1,1,0,0.64,64,126,304,69.93,132.33,81.8488,-0.05724999,0
09-06-2025,12:53:00,92.7,withdrawal,tablet,UAE,Middle East,198.113.130.250,1,0,0,0.74,63,68,123,90.83,111.22,48.204,-0.222194738,0
06-06-2025,14:03:00,75.92,transfer,mobile,Singapore,Asia,141.191.178.98,1,0,0,0.7,62,32,866,44.17,373.78,45.552,-0.363479723,0
12-05-2025,23:35:00,41.74,withdrawal,mobile,Singapore,Asia,222.24.166.152,1,0,0,0.69,71,14,379,74.87,209.62,25.8788,-0.651269998,0
28-03-2025,07:58:00,38.98,withdrawal,tablet,Russia,Europe/Asia,196.79.108.64,1,0,0,0.75,63,90,299,173.15,129.79,19.49,-0.674508768,0
29-03-2025,03:50:00,83.23,transfer,desktop,Singapore,Asia,213.163.86.254,1,0,0,0.49,38,124,26,96.84,308.02,84.8946,-0.301930662,0
11-01-2025,06:56:00,21.01,transfer,tablet,United States,North America,69.169.135.84,1,0,0,0.67,38,30,838,136.52,89.2,13.8666,-0.825813368,0
06-06-2025,08:06:00,49.99,purchase,tablet,Mexico,North America,219.163.63.150,1,0,0,0.94,56,171,332,70.55,307.61,5.9988,-0.581806283,0
13-05-2025,21:16:00,46.98,transfer,tablet,Brazil,South America,29.7.110.134,1,0,0,0.9,47,53,890,125.59,1110.59,9.396,-0.607150014,0
15-05-2025,20:19:00,106.16,deposit,desktop,France,Europe,219.167.52.166,1,0,0,0.75,58,29,765,85.1,69.36,53.08,-0.108863635,0
30-04-2025,22:07:00,8.28,deposit,desktop,United States,North America,211.70.92.236,1,0,0,0.5,34,156,250,100.81,30.76,8.28,-0.932997985,0
31-05-2025,20:40:00,212.4,purchase,desktop,United Kingdom,Europe,106.140.66.20,1,0,0,0.71,22,124,933,69.14,792.51,123.192,0.785660613,0
14-06-2025,23:48:00,99.17,withdrawal,desktop,South Korea,Asia,54.20.182.201,1,0,0,0.67,22,78,633,122.56,133.4,65.4522,-0.167718346,0
04-02-2025,07:54:00,133.34,purchase,desktop,Brazil,South America,118.28.172.53,1,0,0,0.78,70,177,50,106.76,329.04,58.6696,0.119987731,0
03-06-2025,00:17:00,145.72,transfer,tablet,Mexico,North America,176.13.231.243,1,1,1,0.77,26,123,300,128.59,128.46,68.0312,0.224225402,0
17-01-2025,04:55:00,41.35,withdrawal,desktop,United States,North America,62.23.48.4,1,0,0,0.82,28,90,744,110.24,530.28,14.886,-0.654553737,0
16-01-2025,05:55:00,76.27,purchase,tablet,Canada,North America,205.37.158.96,1,0,0,0.54,55,164,127,158.46,201.84,70.1684,-0.360532778,0
13-03-2025,16:20:00,375.5,purchase,tablet,China,Asia,142.99.123.45,1,0,0,0.47,65,127,887,106.89,112.46,398.03,2.158937202,0
29-04-2025,14:10:00,174.65,deposit,tablet,China,Asia,196.52.232.45,1,0,0,0.68,57,27,513,106.77,510.91,111.776,0.467811495,0
22-02-2025,00:02:00,419.03,purchase,mobile,France,Europe,117.120.230.62,1,0,1,0.59,31,156,291,116.15,89.99,343.6046,2.52545302,0
15-02-2025,21:52:00,164.57,withdrawal,desktop,Australia,Oceania,118.178.46.238,1,0,0,0.78,73,110,324,176.13,388.48,72.4108,0.382939465,0
06-05-2025,20:46:00,23.17,purchase,desktop,United States,North America,155.224.217.20,1,0,0,0.76,55,158,296,85.79,119.09,11.1216,-0.807626505,0
13-06-2025,03:32:00,8.01,purchase,tablet,Saudi Arabia,Middle East,156.241.134.176,1,0,0,0.56,23,44,434,65.82,177.84,7.0488,-0.935271343,0
07-02-2025,01:39:00,103.43,transfer,mobile,Mexico,North America,34.176.238.110,1,0,0,0.79,31,171,712,93.19,295.27,43.4406,-0.131849809,0
26-03-2025,09:03:00,53.15,purchase,desktop,Nigeria,Africa,197.100.49.241,1,0,0,0.85,25,55,578,86.35,318.44,15.945,-0.555199576,0
25-03-2025,21:23:00,38.67,withdrawal,tablet,Indonesia,Asia,155.115.37.66,1,0,0,0.99,47,88,524,143.1,189.07,0.7734,-0.67711892,0
26-02-2025,12:35:00,197.54,deposit,mobile,India,Asia,155.159.130.241,1,0,0,0.58,18,105,115,108.41,46.77,165.9336,0.660541728,0
26-02-2025,18:48:00,54.87,deposit,tablet,United Kingdom,Europe,163.219.184.150,1,0,0,0.72,42,155,200,83.29,419.4,30.7272,-0.540717444,0
21-05-2025,11:56:00,45.75,deposit,mobile,France,Europe,101.177.233.162,1,0,0,0.66,30,129,251,88.68,649.23,31.11,-0.617506423,0
11-02-2025,14:11:00,227.64,deposit,tablet,Russia,Europe/Asia,28.180.150.38,1,0,0,1,44,10,169,107.57,745.41,0,0.913979039,0
12-02-2025,05:47:00,224.72,transfer,desktop,United Kingdom,Europe,109.174.98.116,1,0,0,0.49,42,126,444,64.12,31.13,229.2144,0.889393094,0
25-02-2025,20:23:00,52.88,withdrawal,tablet,Germany,Europe,179.83.139.76,0,0,0,0.86,73,43,415,15.42,380.21,7.4032,-0.557472934,0
21-03-2025,08:46:00,214.41,transfer,tablet,Australia,Oceania,14.253.11.219,1,0,0,0.69,21,69,597,121.2,70.13,132.9342,0.8025845,0
26-04-2025,01:03:00,228.28,deposit,mobile,Russia,Europe/Asia,217.81.123.120,1,0,0,0.6,64,137,735,81.19,32.41,182.624,0.919367739,0
16-05-2025,21:36:00,66.18,transfer,mobile,Russia,Europe/Asia,108.4.66.79,1,0,0,0.72,48,67,288,175.11,22.13,37.0608,-0.445489006,0
03-03-2025,16:16:00,8.25,purchase,desktop,Indonesia,Asia,204.201.145.183,1,0,0,0.78,66,29,148,131.94,1.31,3.63,-0.93325058,0
24-01-2025,05:09:00,0.19,withdrawal,tablet,India,Asia,174.252.155.58,1,0,0,0.47,35,2,751,61.51,765.94,0.2014,-1.001114524,0
06-05-2025,16:30:00,88.9,purchase,mobile,Nigeria,Africa,141.151.11.176,1,0,0,0.71,34,82,83,78.52,278.67,51.562,-0.254190146,0
26-06-2025,14:30:00,50.61,transfer,desktop,Argentina,South America,25.119.232.24,1,0,0,0.7,28,124,175,104.58,277.39,30.366,-0.57658598,0
28-02-2025,09:27:00,702.49,purchase,desktop,Brazil,South America,45.93.9.61,1,0,0,0.51,29,14,222,142.08,500.39,688.4402,4.912142057,0
11-06-2025,18:10:00,177.63,transfer,mobile,United Kingdom,Europe,196.56.127.75,1,0,0,0.87,20,62,627,87.06,593.59,46.1838,0.49290263,0
13-01-2025,14:24:00,171.89,transfer,mobile,Canada,North America,177.199.4.103,1,0,0,0.6,32,55,73,54.63,1.37,137.512,0.444572725,0
06-03-2025,09:03:00,372.78,withdrawal,tablet,China,Asia,215.249.41.247,1,0,1,0.94,74,29,852,157.41,421.51,44.7336,2.136035226,0
16-01-2025,08:09:00,262.42,withdrawal,desktop,United States,North America,97.167.193.32,1,0,0,0.66,23,5,658,158.07,147.78,178.4456,1.20682122,0
15-03-2025,07:47:00,45.96,withdrawal,mobile,UAE,Middle East,47.18.83.24,1,0,0,0.43,22,120,624,62.72,119.19,52.3944,-0.615738255,0
20-04-2025,23:41:00,21.78,deposit,desktop,UAE,Middle East,155.66.49.103,1,0,0,0.98,48,39,973,106.5,409.48,0.8712,-0.819330088,0
06-03-2025,23:18:00,164.4,withdrawal,tablet,India,Asia,184.188.208.5,1,0,0,0.56,25,151,188,40.27,168.73,144.672,0.381508092,0
25-06-2025,11:01:00,57.03,purchase,mobile,UAE,Middle East,192.81.190.224,1,0,0,0.66,27,16,798,121.25,1284.67,38.7804,-0.52253058,0
21-06-2025,01:37:00,76.91,withdrawal,desktop,UAE,Middle East,33.24.23.91,1,0,0,0.64,20,150,495,156.33,555.28,55.3752,-0.355144077,0
23-01-2025,04:15:00,119.44,withdrawal,mobile,Brazil,South America,199.114.37.211,1,0,1,0.67,29,157,797,122.7,63.84,78.8304,0.002951896,0
17-01-2025,23:01:00,286.15,withdrawal,tablet,Brazil,South America,82.228.152.159,1,0,0,0.77,45,140,180,86.9,216.06,131.629,1.406624123,0
26-03-2025,12:09:00,65.18,transfer,tablet,Canada,North America,132.238.117.245,1,0,0,0.92,29,13,819,90.69,365.45,10.4288,-0.45390885,0
16-05-2025,08:34:00,183.52,transfer,tablet,South Korea,Asia,71.38.147.50,1,0,0,0.45,59,122,158,147.89,121.47,201.872,0.542495513,0
29-01-2025,03:26:00,37.49,withdrawal,tablet,France,Europe,169.18.15.248,1,0,0,0.72,47,126,751,125.9,55.12,20.9944,-0.687054336,0
11-01-2025,09:39:00,143.67,transfer,mobile,Germany,Europe,135.166.76.57,0,0,0,0.9,36,136,837,88.37,174.22,14.367,0.206964721,0
12-06-2025,06:39:00,0.19,transfer,mobile,Australia,Oceania,222.159.128.44,1,0,0,0.76,38,110,580,116.75,39.66,0.0912,-1.001114524,0
06-04-2025,15:25:00,246.23,deposit,desktop,South Africa,Africa,103.239.208.189,1,0,0,0.79,34,152,690,97.21,80.62,103.4166,1.070503942,0
08-06-2025,04:59:00,3.7,purchase,desktop,Brazil,South America,207.40.13.197,1,0,0,0.91,31,37,571,84.71,382.1,0.666,-0.971560871,0
11-03-2025,05:49:00,149.69,transfer,mobile,United Kingdom,Europe,214.195.185.169,1,0,0,0.52,56,91,543,155.73,155.91,143.7024,0.257652183,0
01-02-2025,08:40:00,5.68,purchase,mobile,United Kingdom,Europe,31.100.102.14,1,0,0,0.78,68,164,682,98.25,173.34,2.4992,-0.95488958,0
09-01-2025,06:40:00,37.15,transfer,desktop,United States,North America,164.208.243.215,1,0,0,0.87,28,73,673,107.38,297.51,9.659,-0.689917083,0
06-04-2025,12:27:00,82.51,withdrawal,mobile,Singapore,Asia,197.140.106.166,1,0,0,0.82,46,15,753,139.89,144.04,29.7036,-0.30799295,0
20-06-2025,15:55:00,65.35,transfer,tablet,United States,North America,134.223.131.182,1,0,0,0.66,67,59,833,131.71,176.97,44.438,-0.452477476,0
01-03-2025,03:13:00,25.56,transfer,tablet,France,Europe,102.63.78.238,1,0,0,0.48,24,5,19,113.37,420.62,26.5824,-0.787503077,0
09-02-2025,11:00:00,48.74,purchase,tablet,Mexico,North America,165.235.236.30,1,0,0,0.79,66,15,399,82.08,222.71,20.4708,-0.592331089,0
17-04-2025,15:54:00,156.1,withdrawal,desktop,Argentina,South America,169.82.94.43,1,0,0,0.66,18,100,322,96.58,542.23,106.148,0.311623385,0
17-06-2025,07:56:00,132.77,deposit,mobile,UAE,Middle East,206.221.214.58,1,0,1,0.84,58,146,836,102.25,323.63,42.4864,0.11518842,0
15-04-2025,07:45:00,8.94,purchase,desktop,Saudi Arabia,Middle East,31.185.146.32,1,0,0,0.63,24,133,771,96.54,186.63,6.6156,-0.927440888,0
03-01-2025,03:15:00,165.07,withdrawal,desktop,China,Asia,169.132.123.216,1,0,1,0.96,31,86,343,113.86,726.71,13.2056,0.387149387,0
15-06-2025,03:29:00,6.54,withdrawal,mobile,Germany,Europe,22.16.203.97,0,0,0,0.91,33,145,872,88.82,161.6,0.5886,-0.947648514,1
07-05-2025,09:54:00,93.95,purchase,desktop,South Korea,Asia,14.72.11.39,1,0,0,0.56,52,150,956,74.56,939.1,82.676,-0.211669932,0
31-05-2025,03:42:00,36.14,transfer,tablet,United States,North America,202.186.152.128,1,0,0,1,33,85,171,73.84,646.58,0,-0.698421125,0
20-02-2025,07:35:00,106.32,withdrawal,mobile,South Africa,Africa,71.134.29.190,1,0,0,0.55,38,110,565,125.91,111.79,95.688,-0.10751646,0
10-01-2025,12:01:00,36.35,deposit,tablet,Japan,Asia,149.15.167.77,1,0,0,0.84,30,156,838,145.35,6.83,11.632,-0.696652958,0
03-06-2025,17:33:00,503.63,transfer,tablet,China,Asia,208.22.50.180,1,0,0,0.71,35,81,350,106.79,99.72,292.1054,3.237771839,1
15-05-2025,09:38:00,44.48,purchase,mobile,China,Asia,202.158.155.48,1,0,0,0.73,46,83,511,93.86,185.72,24.0192,-0.628199625,0
20-05-2025,15:11:00,33.24,purchase,tablet,United Kingdom,Europe,66.157.13.164,1,0,0,0.91,38,13,919,108.99,684,5.9832,-0.722838674,0
07-04-2025,17:25:00,39.16,purchase,tablet,Singapore,Asia,147.224.25.181,1,0,0,0.8,26,45,233,45.97,67.28,15.664,-0.672993196,0
19-03-2025,19:40:00,272.15,purchase,tablet,Argentina,South America,78.40.16.95,1,0,0,0.56,48,34,433,85.41,940.23,239.492,1.288746304,0
03-06-2025,23:17:00,121.34,deposit,mobile,Nigeria,Africa,157.226.67.179,1,0,0,0.67,54,33,271,134.68,1188.93,80.0844,0.0189496,0
27-05-2025,15:14:00,157.42,deposit,mobile,Canada,North America,65.64.78.7,1,0,0,0.82,62,111,621,117.93,193.53,56.6712,0.322737579,0
30-03-2025,20:22:00,300.14,withdrawal,mobile,France,Europe,215.254.48.44,1,0,0,0.91,34,144,943,87.63,47.45,54.0252,1.524417743,0
05-05-2025,09:50:00,291.48,deposit,desktop,South Africa,Africa,160.105.108.132,1,0,0,0.88,48,43,114,106.37,426.38,69.9552,1.451501892,0
17-02-2025,14:48:00,161.16,purchase,tablet,Indonesia,Asia,88.184.122.74,1,0,0,0.72,41,94,209,81.97,128.59,90.2496,0.354227796,0
10-03-2025,03:39:00,26.45,deposit,desktop,Canada,North America,121.240.64.119,1,0,0,0.7,64,131,9,115.06,120.14,15.87,-0.780009416,0
26-06-2025,23:11:00,222.47,transfer,desktop,India,Asia,212.15.70.71,1,0,0,1,64,91,706,124.27,31.66,0,0.870448444,0
17-06-2025,23:40:00,27.34,transfer,tablet,South Korea,Asia,142.227.124.106,1,0,0,0.89,23,59,818,114.86,1121.54,6.0148,-0.772515754,0
21-01-2025,10:05:00,162.99,withdrawal,mobile,Nigeria,Africa,215.22.142.21,1,0,0,0.72,49,128,437,95.86,673.34,91.2744,0.369636111,0
02-01-2025,08:43:00,138.85,purchase,desktop,Japan,Asia,125.143.114.77,1,0,0,0.76,48,148,105,112.49,104.99,66.648,0.166381072,0
14-04-2025,04:21:00,170.7,deposit,mobile,Singapore,Asia,195.203.221.96,1,0,0,0.59,35,118,349,78.5,19.86,139.974,0.43455311,0
05-04-2025,19:37:00,91.29,withdrawal,mobile,South Korea,Asia,198.79.171.164,1,0,0,0.7,71,160,371,123.19,199.41,54.774,-0.234066718,0
06-02-2025,09:36:00,122.17,withdrawal,tablet,Nigeria,Africa,206.32.24.31,1,0,0,0.66,65,149,426,145.01,57.76,83.0756,0.025938071,0
06-02-2025,22:55:00,367.73,deposit,desktop,Germany,Europe,195.129.174.240,0,0,0,0.69,26,46,942,118.94,203.62,113.9963,2.093515013,0
29-03-2025,13:37:00,12.79,withdrawal,desktop,United Kingdom,Europe,203.96.217.55,1,0,0,0.92,20,120,991,99.4,448.2,2.0464,-0.895024488,0
09-05-2025,21:13:00,44.33,purchase,mobile,Singapore,Asia,181.154.190.104,1,0,0,0.56,54,122,864,38.95,140.42,39.0104,-0.629462601,0
08-02-2025,13:33:00,113.41,deposit,tablet,Japan,Asia,156.101.22.194,1,0,0,0.72,24,130,760,87.69,258.28,63.5096,-0.047819764,0
05-04-2025,19:28:00,399.09,transfer,desktop,Singapore,Asia,25.117.37.16,1,1,0,0.61,43,106,58,142.65,239,312.2902,2.357561327,0
13-03-2025,02:02:00,12.05,transfer,mobile,Singapore,Asia,59.254.51.166,1,0,0,0.79,30,1,257,102.11,154.16,5.061,-0.901255172,0
18-04-2025,13:32:00,2.74,deposit,mobile,South Korea,Asia,161.226.50.197,1,0,1,0.95,51,80,606,87.72,1032.88,0.274,-0.979643922,0
